Time Elapsed,MaxAngle,Delay Time,Servo Position,Contact Value,Hand Position
0:0:4:147,180,500,3,3,41,
0:0:4:160,180,500,3,0,45,
0:0:4:173,180,500,1,0,43,
0:0:4:187,180,500,0,0,46,
0:0:4:199,180,500,1,0,44,
0:0:4:212,180,500,1,0,43,
0:0:4:226,180,500,0,0,45,
0:0:4:239,180,500,0,0,39,
0:0:4:251,180,500,0,0,45,
0:0:4:264,180,500,0,3,43,
0:0:4:278,180,500,3,0,41,
0:0:4:291,180,500,23,0,45,
0:0:4:303,180,500,50,0,44,
0:0:4:317,180,500,75,22,43,
0:0:4:330,180,500,98,16,43,
0:0:4:343,180,500,112,17,43,
0:0:4:357,180,500,121,2,46,
0:0:4:372,180,500,128,0,45,
0:0:4:385,180,500,136,14,44,
0:0:4:399,180,500,132,8,45,
0:0:4:412,180,500,132,15,43,
0:0:4:425,180,500,137,0,43,
0:0:4:439,180,500,134,4,41,
0:0:4:452,180,500,131,0,45,
0:0:4:464,180,500,131,24,42,
0:0:4:477,180,500,125,4,44,
0:0:4:491,180,500,126,0,44,
0:0:4:504,180,500,127,0,41,
0:0:4:517,180,500,127,0,45,
0:0:4:531,180,500,129,0,41,
0:0:4:544,180,500,127,0,44,
0:0:4:557,180,500,128,0,48,
0:0:4:571,180,500,128,0,44,
0:0:4:584,180,500,128,1,39,
0:0:4:597,180,500,132,0,39,
0:0:4:610,180,500,125,0,36,
0:0:4:622,180,500,125,0,30,
0:0:4:635,180,500,126,0,28,
0:0:4:647,180,500,128,9,21,
0:0:4:660,180,500,126,3,20,
0:0:4:673,180,500,131,0,20,
0:0:4:685,180,500,126,0,20,
0:0:4:698,180,500,125,0,20,
0:0:4:710,180,500,126,1,21,
0:0:4:723,180,500,123,0,21,
0:0:4:736,180,500,130,0,22,
0:0:4:749,180,500,131,0,20,
0:0:4:761,180,500,137,16,21,
0:0:4:773,180,500,139,8,20,
0:0:4:787,180,500,137,0,20,
0:0:4:799,180,500,140,0,21,
0:0:4:811,180,500,129,3,20,
0:0:4:825,180,500,132,0,20,
0:0:4:837,180,500,133,0,20,
0:0:4:849,180,500,127,0,20,
0:0:4:862,180,500,133,3,20,
0:0:4:875,180,500,136,0,20,
0:0:4:887,180,500,133,0,20,
0:0:4:900,180,500,134,0,20,
0:0:4:913,180,500,134,0,20,
0:0:4:925,180,500,138,0,20,
0:0:4:938,180,500,140,0,21,
0:0:4:951,180,500,140,16,20,
0:0:4:963,180,500,142,3,20,
0:0:4:976,180,500,139,8,21,
0:0:4:988,180,500,136,0,23,
0:0:5:1,180,500,130,0,20,
0:0:5:14,180,500,134,17,20,
0:0:5:26,180,500,131,0,22,
0:0:5:39,180,500,132,3,20,
0:0:5:51,180,500,135,0,20,
0:0:5:64,180,500,131,1,20,
0:0:5:76,180,500,134,0,21,
0:0:5:89,180,500,131,0,20,
0:0:5:102,180,500,131,0,21,
0:0:5:114,180,500,142,1,21,
0:0:5:127,180,500,141,32,20,
0:0:5:140,180,500,130,16,20,
0:0:5:152,180,500,124,32,20,
0:0:5:165,180,500,112,0,20,
0:0:5:177,180,500,89,24,20,
0:0:5:190,180,500,72,17,21,
0:0:5:202,180,500,47,10,20,
0:0:5:215,180,500,26,10,20,
0:0:5:228,180,500,13,11,20,
0:0:5:240,180,500,4,7,20,
0:0:5:253,180,500,0,4,20,
0:0:5:265,180,500,1,0,20,
0:0:5:278,180,500,2,8,20,
0:0:5:291,180,500,5,8,20,
0:0:5:303,180,500,4,12,20,
0:0:5:315,180,500,4,0,20,
0:0:5:327,180,500,3,4,20,
0:0:5:340,180,500,1,0,20,
0:0:5:353,180,500,2,4,20,
0:0:5:365,180,500,1,1,20,
0:0:5:378,180,500,0,0,20,
0:0:5:390,180,500,0,3,20,
0:0:5:402,180,500,0,0,20,
0:0:5:415,180,500,0,0,20,
0:0:5:428,180,500,0,1,20,
0:0:5:440,180,500,0,0,20,
0:0:5:452,180,500,0,0,20,
0:0:5:465,180,500,0,0,20,
0:0:5:477,180,500,0,0,22,
0:0:5:489,180,500,1,11,20,
0:0:5:501,180,500,1,0,20,
0:0:5:514,180,500,0,0,20,
0:0:5:527,180,500,2,0,20,
0:0:5:539,180,500,7,0,20,
0:0:5:552,180,500,5,8,21,
0:0:5:564,180,500,3,19,20,
0:0:5:577,180,500,6,1,20,
0:0:5:590,180,500,4,0,20,
0:0:5:602,180,500,1,0,20,
0:0:5:614,180,500,1,0,20,
0:0:5:626,180,500,2,0,20,
0:0:5:639,180,500,1,1,23,
0:0:5:651,180,500,2,0,27,
0:0:5:664,180,500,3,0,31,
0:0:5:677,180,500,2,0,33,
0:0:5:689,180,500,1,0,34,
0:0:5:701,180,500,1,0,35,
0:0:5:714,180,500,0,0,36,
0:0:5:727,180,500,0,0,37,
0:0:5:739,180,500,1,0,37,
0:0:5:752,180,500,1,0,39,
0:0:5:765,180,500,0,0,42,
0:0:5:778,180,500,0,0,40,
0:0:5:791,180,500,0,3,40,
0:0:5:805,180,500,0,0,41,
0:0:5:818,180,500,0,3,38,
0:0:5:830,180,500,0,0,40,
0:0:5:843,180,500,0,3,44,
0:0:5:857,180,500,0,0,42,
0:0:5:869,180,500,0,32,41,
0:0:5:882,180,500,0,3,43,
0:0:5:896,180,500,0,3,43,
0:0:5:909,180,500,0,0,43,
0:0:5:921,180,500,0,0,42,
0:0:5:935,180,500,0,8,41,
0:0:5:948,180,500,0,0,43,
0:0:5:960,180,500,0,0,45,
0:0:5:974,180,500,0,3,40,
0:0:5:987,180,500,0,0,43,
0:0:5:999,180,500,0,0,42,
0:0:6:12,180,500,0,0,43,
0:0:6:26,180,500,0,17,42,
0:0:6:38,180,500,3,0,42,
0:0:6:51,180,500,2,0,44,
0:0:6:65,180,500,1,0,41,
0:0:6:78,180,500,1,0,42,
0:0:6:90,180,500,0,0,42,
0:0:6:104,180,500,0,0,43,
0:0:6:117,180,500,1,0,43,
0:0:6:129,180,500,1,0,42,
0:0:6:142,180,500,0,0,47,
0:0:6:156,180,500,0,0,44,
0:0:6:169,180,500,0,0,43,
0:0:6:182,180,500,0,8,44,
0:0:6:195,180,500,0,2,44,
0:0:6:208,180,500,5,0,42,
0:0:6:221,180,500,17,0,42,
0:0:6:235,180,500,33,28,44,
0:0:6:248,180,500,50,44,41,
0:0:6:260,180,500,64,9,43,
0:0:6:274,180,500,75,8,41,
0:0:6:287,180,500,83,6,43,
0:0:6:300,180,500,89,10,42,
0:0:6:313,180,500,93,0,41,
0:0:6:327,180,500,99,7,39,
0:0:6:340,180,500,109,4,45,
0:0:6:352,180,500,112,20,42,
0:0:6:366,180,500,114,7,43,
0:0:6:379,180,500,118,2,44,
0:0:6:392,180,500,113,182,45,
0:0:6:406,180,500,113,244,42,
0:0:6:419,180,500,121,303,42,
0:0:6:432,180,500,123,325,42,
0:0:6:446,180,500,122,338,46,
0:0:6:459,180,500,128,352,44,
0:0:6:472,180,500,129,351,40,
0:0:6:486,180,500,129,348,42,
0:0:6:499,180,500,129,348,41,
0:0:6:512,180,500,127,350,47,
0:0:6:525,180,500,128,352,45,
0:0:6:539,180,500,133,353,44,
0:0:6:552,180,500,127,348,42,
0:0:6:565,180,500,128,359,42,
0:0:6:579,180,500,129,348,43,
0:0:6:592,180,500,128,349,45,
0:0:6:605,180,500,128,349,42,
0:0:6:619,180,500,128,347,44,
0:0:6:632,180,500,131,346,43,
0:0:6:645,180,500,128,344,43,
0:0:6:659,180,500,127,355,44,
0:0:6:672,180,500,127,345,44,
0:0:6:685,180,500,128,345,45,
0:0:6:699,180,500,129,346,45,
0:0:6:712,180,500,129,352,44,
0:0:6:725,180,500,138,349,46,
0:0:6:738,180,500,138,346,45,
0:0:6:752,180,500,136,356,43,
0:0:6:765,180,500,138,355,42,
0:0:6:778,180,500,138,355,41,
0:0:6:792,180,500,133,352,45,
0:0:6:805,180,500,131,355,43,
0:0:6:818,180,500,133,352,41,
0:0:6:832,180,500,128,354,39,
0:0:6:845,180,500,129,346,41,
0:0:6:858,180,500,127,350,40,
0:0:6:871,180,500,127,348,34,
0:0:6:884,180,500,127,344,32,
0:0:6:896,180,500,125,340,31,
0:0:6:908,180,500,119,340,26,
0:0:6:922,180,500,127,335,24,
0:0:6:934,180,500,127,335,20,
0:0:6:947,180,500,128,335,20,
0:0:6:960,180,500,133,337,20,
0:0:6:972,180,500,137,344,20,
0:0:6:985,180,500,133,347,20,
0:0:6:998,180,500,132,352,20,
0:0:7:10,180,500,130,342,20,
0:0:7:23,180,500,136,342,21,
0:0:7:35,180,500,136,340,21,
0:0:7:49,180,500,129,335,20,
0:0:7:61,180,500,129,352,22,
0:0:7:73,180,500,126,342,21,
0:0:7:87,180,500,133,355,21,
0:0:7:99,180,500,137,342,20,
0:0:7:112,180,500,138,355,22,
0:0:7:124,180,500,136,343,20,
0:0:7:137,180,500,134,353,20,
0:0:7:150,180,500,131,344,21,
0:0:7:162,180,500,134,343,20,
0:0:7:176,180,500,132,342,20,
0:0:7:188,180,500,134,345,21,
0:0:7:201,180,500,134,343,20,
0:0:7:214,180,500,133,345,22,
0:0:7:227,180,500,134,355,22,
0:0:7:239,180,500,136,343,21,
0:0:7:251,180,500,138,340,20,
0:0:7:265,180,500,141,343,21,
0:0:7:277,180,500,140,355,21,
0:0:7:290,180,500,144,343,20,
0:0:7:303,180,500,144,351,21,
0:0:7:316,180,500,140,352,20,
0:0:7:328,180,500,135,345,20,
0:0:7:341,180,500,130,345,20,
0:0:7:354,180,500,133,346,20,
0:0:7:366,180,500,132,343,20,
0:0:7:379,180,500,128,293,20,
0:0:7:392,180,500,122,267,20,
0:0:7:405,180,500,121,155,20,
0:0:7:417,180,500,117,158,20,
0:0:7:430,180,500,103,17,20,
0:0:7:443,180,500,91,1,21,
0:0:7:455,180,500,80,16,20,
0:0:7:468,180,500,61,12,20,
0:0:7:480,180,500,44,13,23,
0:0:7:493,180,500,27,7,20,
0:0:7:505,180,500,14,5,20,
0:0:7:518,180,500,6,5,20,
0:0:7:530,180,500,1,7,20,
0:0:7:543,180,500,0,4,20,
0:0:7:556,180,500,0,11,20,
0:0:7:568,180,500,0,0,21,
0:0:7:580,180,500,1,23,21,
0:0:7:592,180,500,2,4,20,
0:0:7:606,180,500,2,0,20,
0:0:7:618,180,500,5,0,20,
0:0:7:630,180,500,5,0,20,
0:0:7:645,180,500,5,0,21,
0:0:7:657,180,500,3,0,20,
0:0:7:670,180,500,6,0,20,
0:0:7:683,180,500,4,0,20,
0:0:7:695,180,500,2,0,20,
0:0:7:707,180,500,3,0,20,
0:0:7:719,180,500,2,0,21,
0:0:7:733,180,500,0,0,20,
0:0:7:745,180,500,2,0,20,
0:0:7:757,180,500,1,0,20,
0:0:7:770,180,500,4,0,20,
0:0:7:783,180,500,7,3,20,
0:0:7:795,180,500,6,0,20,
0:0:7:808,180,500,4,63,20,
0:0:7:820,180,500,5,0,21,
0:0:7:833,180,500,4,0,20,
0:0:7:845,180,500,2,0,20,
0:0:7:858,180,500,3,0,21,
0:0:7:870,180,500,2,0,20,
0:0:7:882,180,500,1,0,20,
0:0:7:896,180,500,0,0,20,
0:0:7:908,180,500,0,0,21,
0:0:7:920,180,500,0,8,21,
0:0:7:932,180,500,0,3,20,
0:0:7:945,180,500,0,0,20,
0:0:7:958,180,500,0,0,20,
0:0:7:970,180,500,0,0,20,
0:0:7:983,180,500,0,3,20,
0:0:7:995,180,500,1,0,20,
0:0:8:7,180,500,1,0,20,
0:0:8:19,180,500,0,0,20,
0:0:8:32,180,500,6,0,22,
0:0:8:45,180,500,4,0,20,
0:0:8:57,180,500,2,3,20,
0:0:8:70,180,500,2,0,20,
0:0:8:82,180,500,1,6,20,
0:0:8:94,180,500,0,0,20,
0:0:8:107,180,500,0,0,21,
0:0:8:120,180,500,1,0,21,
0:0:8:132,180,500,2,12,20,
0:0:8:144,180,500,2,5,20,
0:0:8:157,180,500,1,12,21,
0:0:8:170,180,500,1,9,20,
0:0:8:182,180,500,0,10,22,
0:0:8:195,180,500,1,11,22,
0:0:8:207,180,500,1,10,20,
0:0:8:220,180,500,0,15,21,
0:0:8:232,180,500,0,7,20,
0:0:8:245,180,500,0,10,20,
0:0:8:257,180,500,0,12,20,
0:0:8:270,180,500,1,10,20,
0:0:8:283,180,500,1,11,20,
0:0:8:295,180,500,0,15,20,
0:0:8:307,180,500,0,14,20,
0:0:8:321,180,500,0,18,20,
0:0:8:332,180,500,0,14,20,
0:0:8:344,180,500,0,18,20,
0:0:8:357,180,500,0,17,22,
0:0:8:370,180,500,1,18,24,
0:0:8:382,180,500,1,16,27,
0:0:8:394,180,500,0,15,30,
0:0:8:408,180,500,2,16,33,
0:0:8:420,180,500,1,17,34,
0:0:8:432,180,500,0,19,33,
0:0:8:444,180,500,0,21,35,
0:0:8:458,180,500,2,18,36,
0:0:8:470,180,500,2,17,38,
0:0:8:483,180,500,2,14,39,
0:0:8:497,180,500,1,14,43,
0:0:8:510,180,500,1,10,40,
0:0:8:522,180,500,0,10,43,
0:0:8:536,180,500,0,8,39,
0:0:8:549,180,500,0,11,41,
0:0:8:562,180,500,0,9,41,
0:0:8:574,180,500,0,10,45,
0:0:8:588,180,500,3,8,43,
0:0:8:601,180,500,2,11,42,
0:0:8:614,180,500,1,13,44,
0:0:8:628,180,500,1,12,42,
0:0:8:640,180,500,0,16,43,
0:0:8:653,180,500,0,16,45,
0:0:8:667,180,500,1,17,44,
0:0:8:680,180,500,2,18,44,
0:0:8:693,180,500,2,15,43,
0:0:8:706,180,500,1,15,42,
0:0:8:719,180,500,2,14,44,
0:0:8:732,180,500,1,16,44,
0:0:8:745,180,500,4,13,43,
0:0:8:759,180,500,7,15,45,
0:0:8:772,180,500,5,35,42,
0:0:8:784,180,500,5,16,43,
0:0:8:798,180,500,4,7,45,
0:0:8:811,180,500,1,15,42,
0:0:8:824,180,500,0,19,43,
0:0:8:838,180,500,0,15,44,
0:0:8:851,180,500,0,32,43,
0:0:8:863,180,500,0,16,44,
0:0:8:877,180,500,0,15,45,
0:0:8:890,180,500,0,25,44,
0:0:8:903,180,500,0,23,44,
0:0:8:915,180,500,0,23,43,
0:0:8:929,180,500,3,22,42,
0:0:8:942,180,500,10,21,44,
0:0:8:955,180,500,20,43,42,
0:0:8:969,180,500,34,38,45,
0:0:8:982,180,500,50,32,43,
0:0:8:995,180,500,63,34,42,
0:0:9:8,180,500,70,0,43,
0:0:9:21,180,500,78,37,44,
0:0:9:34,180,500,84,32,42,
0:0:9:48,180,500,90,26,44,
0:0:9:61,180,500,98,39,45,
0:0:9:74,180,500,110,24,41,
0:0:9:88,180,500,114,23,44,
0:0:9:100,180,500,121,23,44,
0:0:9:113,180,500,119,25,43,
0:0:9:126,180,500,119,128,46,
0:0:9:140,180,500,120,283,43,
0:0:9:153,119,500,127,449,43,
0:0:9:166,119,500,129,489,46,
0:0:9:180,119,500,129,527,44,
0:0:9:193,119,500,133,539,41,
0:0:9:206,119,500,132,543,45,
0:0:9:220,119,500,130,545,42,
0:0:9:233,119,500,135,547,43,
0:0:9:246,119,500,136,548,43,
0:0:9:260,119,500,137,546,42,
0:0:9:273,119,500,136,544,43,
0:0:9:286,119,500,133,543,44,
0:0:9:299,119,500,134,542,42,
0:0:9:313,119,500,135,534,42,
0:0:9:326,119,500,133,533,41,
0:0:9:339,119,500,137,533,40,
0:0:9:352,119,500,134,530,40,
0:0:9:365,119,500,133,527,40,
0:0:9:377,119,500,137,531,40,
0:0:9:391,119,500,133,531,37,
0:0:9:403,119,500,132,532,34,
0:0:9:415,119,500,135,532,30,
0:0:9:428,119,500,133,530,31,
0:0:9:441,119,500,134,529,27,
0:0:9:453,119,500,138,529,25,
0:0:9:466,119,500,138,530,22,
0:0:9:479,119,500,138,530,20,
0:0:9:492,119,500,137,529,20,
0:0:9:504,119,500,133,530,20,
0:0:9:517,119,500,134,529,20,
0:0:9:530,119,500,131,528,20,
0:0:9:542,119,500,134,528,20,
0:0:9:555,119,500,134,528,21,
0:0:9:568,119,500,132,528,20,
0:0:9:580,119,500,132,526,20,
0:0:9:593,119,500,134,516,21,
0:0:9:606,119,500,131,466,22,
0:0:9:619,119,500,133,464,21,
0:0:9:631,119,500,137,459,20,
0:0:9:644,119,500,132,459,20,
0:0:9:656,119,500,133,458,20,
0:0:9:669,119,500,136,458,21,
0:0:9:681,119,500,133,462,20,
0:0:9:695,119,500,139,457,20,
0:0:9:707,119,500,138,456,20,
0:0:9:719,119,500,135,455,20,
0:0:9:733,119,500,130,452,21,
0:0:9:745,119,500,125,453,20,
0:0:9:757,119,500,122,454,20,
0:0:9:771,119,500,120,452,20,
0:0:9:783,119,500,119,453,21,
0:0:9:796,119,500,119,454,21,
0:0:9:808,119,500,119,452,20,
0:0:9:821,119,500,119,454,20,
0:0:9:834,119,500,119,455,21,
0:0:9:846,119,500,119,455,21,
0:0:9:860,119,500,119,453,21,
0:0:9:872,119,500,119,451,21,
0:0:9:885,119,500,119,449,21,
0:0:9:897,119,500,117,446,21,
0:0:9:910,119,500,116,446,20,
0:0:9:922,119,500,116,446,20,
0:0:9:935,116,500,115,445,22,
0:0:9:948,116,500,109,444,20,
0:0:9:961,116,500,99,441,21,
0:0:9:973,116,500,84,444,20,
0:0:9:986,116,500,74,356,21,
0:0:9:998,116,500,60,216,20,
0:0:10:11,116,500,46,114,20,
0:0:10:23,116,500,32,8,20,
0:0:10:37,116,500,19,11,20,
0:0:10:49,116,500,9,0,20,
0:0:10:61,116,500,4,2,20,
0:0:10:74,116,500,0,4,20,
0:0:10:87,116,500,0,0,20,
0:0:10:99,116,500,0,3,20,
0:0:10:112,116,500,1,20,21,
0:0:10:124,116,500,1,1,21,
0:0:10:136,116,500,0,5,20,
0:0:10:149,116,500,2,16,21,
0:0:10:162,116,500,5,10,20,
0:0:10:174,116,500,5,6,22,
0:0:10:187,116,500,3,4,21,
0:0:10:200,116,500,3,5,20,
0:0:10:212,116,500,1,8,22,
0:0:10:225,116,500,2,9,20,
0:0:10:237,116,500,1,7,23,
0:0:10:250,116,500,0,7,21,
0:0:10:262,116,500,0,4,20,
0:0:10:275,116,500,0,5,20,
0:0:10:288,116,500,1,32,22,
0:0:10:300,116,500,1,11,21,
0:0:10:312,116,500,0,13,21,
0:0:10:326,116,500,0,13,20,
0:0:10:338,116,500,2,10,20,
0:0:10:350,116,500,2,60,21,
0:0:10:363,116,500,2,7,21,
0:0:10:375,116,500,1,4,20,
0:0:10:388,116,500,2,4,21,
0:0:10:400,116,500,3,4,20,
0:0:10:413,116,500,3,4,20,
0:0:10:426,116,500,4,1,20,
0:0:10:438,116,500,5,1,20,
0:0:10:450,116,500,5,2,20,
0:0:10:464,116,500,3,0,21,
0:0:10:476,116,500,2,1,22,
0:0:10:488,116,500,4,2,30,
0:0:10:502,116,500,3,0,34,
0:0:10:514,116,500,3,1,35,
0:0:10:526,116,500,3,0,36,
0:0:10:539,116,500,3,3,39,
0:0:10:552,116,500,2,3,39,
0:0:10:565,116,500,2,1,41,
0:0:10:578,116,500,1,1,42,
0:0:10:592,116,500,0,1,41,
0:0:10:605,116,500,0,3,41,
0:0:10:617,116,500,0,2,44,
0:0:10:631,116,500,0,2,43,
0:0:10:644,116,500,0,3,46,
0:0:10:657,116,500,0,7,44,
0:0:10:670,116,500,0,0,43,
0:0:10:683,116,500,1,1,42,
0:0:10:696,116,500,2,0,42,
0:0:10:710,116,500,2,1,42,
0:0:10:723,116,500,3,2,46,
0:0:10:736,116,500,2,2,43,
0:0:10:748,116,500,4,2,42,
0:0:10:762,116,500,5,3,42,
0:0:10:775,116,500,3,0,44,
0:0:10:788,116,500,6,1,44,
0:0:10:802,116,500,4,3,45,
0:0:10:815,116,500,7,2,45,
0:0:10:828,116,500,7,2,43,
0:0:10:842,116,500,5,3,45,
0:0:10:854,116,500,3,8,41,
0:0:10:867,116,500,5,7,43,
0:0:10:881,116,500,4,4,43,
0:0:10:894,116,500,4,6,41,
0:0:10:908,116,500,3,5,44,
0:0:10:921,116,500,2,6,44,
0:0:10:935,116,500,2,5,43,
0:0:10:948,116,500,3,4,42,
0:0:10:961,116,500,2,6,41,
0:0:10:975,116,500,3,8,42,
0:0:10:988,116,500,2,5,44,
0:0:11:0,116,500,1,6,43,
0:0:11:14,116,500,0,9,44,
0:0:11:27,116,500,0,4,43,
0:0:11:40,116,500,0,3,45,
0:0:11:53,116,500,1,4,44,
0:0:11:66,116,500,4,7,44,
0:0:11:79,116,500,22,4,42,
0:0:11:92,116,500,43,29,46,
0:0:11:106,116,500,60,24,43,
0:0:11:119,116,500,75,36,41,
0:0:11:132,116,500,91,42,43,
0:0:11:146,116,500,99,47,42,
0:0:11:159,116,500,106,42,44,
0:0:11:172,116,500,111,47,44,
0:0:11:186,116,500,114,28,48,
0:0:11:199,116,500,115,43,44,
0:0:11:212,116,500,116,36,43,
0:0:11:226,116,500,116,48,45,
0:0:11:238,116,500,116,40,43,
0:0:11:251,116,500,116,110,43,
0:0:11:265,116,500,116,192,43,
0:0:11:278,116,500,116,321,45,
0:0:11:291,116,500,116,397,47,
0:0:11:304,116,500,116,399,45,
0:0:11:318,116,500,116,403,42,
0:0:11:331,116,500,116,400,43,
0:0:11:344,116,500,116,400,46,
0:0:11:358,116,500,116,397,43,
0:0:11:371,116,500,116,377,46,
0:0:11:384,116,500,116,378,45,
0:0:11:398,116,500,116,379,44,
0:0:11:411,116,500,116,384,43,
0:0:11:424,116,500,116,378,44,
0:0:11:438,116,500,116,379,46,
0:0:11:451,116,500,116,378,45,
0:0:11:464,116,500,116,376,44,
0:0:11:478,116,500,116,375,42,
0:0:11:491,116,500,116,376,41,
0:0:11:504,116,500,116,376,42,
0:0:11:516,116,500,116,377,36,
0:0:11:529,116,500,116,377,31,
0:0:11:542,116,500,116,379,26,
0:0:11:554,116,500,116,381,20,
0:0:11:568,116,500,116,380,20,
0:0:11:580,116,500,116,383,20,
0:0:11:592,116,500,116,381,20,
0:0:11:604,116,500,116,379,21,
0:0:11:618,116,500,116,371,20,
0:0:11:630,116,500,116,368,21,
0:0:11:642,116,500,116,369,20,
0:0:11:655,116,500,116,360,20,
0:0:11:668,116,500,116,358,21,
0:0:11:680,116,500,116,361,20,
0:0:11:693,116,500,116,351,20,
0:0:11:706,116,500,116,359,21,
0:0:11:718,116,500,116,355,22,
0:0:11:731,116,500,116,355,20,
0:0:11:744,116,500,116,351,20,
0:0:11:756,116,500,116,348,20,
0:0:11:769,116,500,116,351,20,
0:0:11:782,116,500,116,351,22,
0:0:11:795,116,500,116,349,23,
0:0:11:807,116,500,116,358,20,
0:0:11:820,116,500,116,351,21,
0:0:11:833,116,500,116,351,21,
0:0:11:845,116,500,116,351,20,
0:0:11:858,116,500,116,352,21,
0:0:11:871,116,500,116,351,22,
0:0:11:883,116,500,116,355,20,
0:0:11:895,116,500,116,355,20,
0:0:11:909,116,500,116,355,22,
0:0:11:921,116,500,116,358,21,
0:0:11:933,116,500,116,357,20,
0:0:11:947,116,500,116,355,20,
0:0:11:959,116,500,116,363,21,
0:0:11:972,116,500,116,359,21,
0:0:11:984,116,500,116,356,20,
0:0:11:997,116,500,116,358,22,
0:0:12:10,116,500,116,357,20,
0:0:12:22,116,500,116,359,20,
0:0:12:36,116,500,116,356,21,
0:0:12:48,116,500,116,360,20,
0:0:12:60,116,500,116,359,20,
0:0:12:73,116,500,108,359,20,
0:0:12:86,116,500,92,360,20,
0:0:12:99,116,500,71,355,20,
0:0:12:111,116,500,44,286,20,
0:0:12:124,116,500,23,133,20,
0:0:12:137,116,500,10,93,20,
0:0:12:149,116,500,2,18,20,
0:0:12:163,116,500,1,4,20,
0:0:12:175,116,500,1,11,20,
0:0:12:187,116,500,2,7,20,
0:0:12:199,116,500,2,9,20,
0:0:12:213,116,500,1,7,20,
0:0:12:225,116,500,2,2,20,
0:0:12:237,116,500,1,7,20,
0:0:12:250,116,500,0,0,20,
0:0:12:262,116,500,2,0,20,
0:0:12:275,116,500,5,0,20,
0:0:12:288,116,500,3,1,20,
0:0:12:300,116,500,2,0,20,
0:0:12:312,116,500,2,0,25,
0:0:12:325,116,500,0,0,31,
0:0:12:338,116,500,3,17,33,
0:0:12:350,116,500,8,34,40,
0:0:12:363,116,500,6,5,40,
0:0:12:377,116,500,6,19,41,
0:0:12:390,116,500,6,4,42,
0:0:12:403,116,500,6,19,41,
0:0:12:417,116,500,3,7,46,
0:0:12:429,116,500,3,0,45,
0:0:12:442,116,500,6,9,43,
0:0:12:455,116,500,4,13,44,
0:0:12:469,116,500,2,11,45,
0:0:12:482,116,500,5,12,43,
0:0:12:495,116,500,5,11,42,
0:0:12:509,116,500,3,8,42,
0:0:12:522,116,500,2,3,45,
0:0:12:534,116,500,3,7,43,
0:0:12:548,116,500,3,4,44,
0:0:12:561,116,500,2,5,44,
0:0:12:574,116,500,5,4,42,
0:0:12:588,116,500,4,10,43,
0:0:12:601,116,500,2,6,44,
0:0:12:613,116,500,3,7,45,
0:0:12:626,116,500,2,9,43,
0:0:12:640,116,500,0,5,43,
0:0:12:653,116,500,0,3,41,
0:0:12:666,116,500,0,7,47,
0:0:12:680,116,500,0,8,46,
0:0:12:692,116,500,0,1,44,
0:0:12:705,116,500,0,2,46,
0:0:12:719,116,500,0,3,44,
0:0:12:732,116,500,0,2,46,
0:0:12:744,116,500,0,7,46,
0:0:12:758,116,500,0,7,44,
0:0:12:771,116,500,0,0,43,
0:0:12:784,116,500,0,2,43,
0:0:12:797,116,500,0,2,41,
0:0:12:810,116,500,0,63,42,
0:0:12:823,116,500,0,2,41,
0:0:12:836,116,500,0,0,43,
0:0:12:850,116,500,0,2,43,
0:0:12:862,116,500,0,2,40,
0:0:12:875,116,500,0,1,43,
0:0:12:889,116,500,0,3,44,
0:0:12:902,116,500,9,2,43,
0:0:12:915,116,500,45,19,40,
0:0:12:929,116,500,45,0,41,
0:0:12:941,116,500,92,15,38,
0:0:12:954,116,500,104,14,36,
0:0:12:966,116,500,112,14,29,
0:0:12:980,116,500,115,24,28,
0:0:12:992,116,500,115,29,26,
0:0:13:4,116,500,116,26,21,
0:0:13:18,116,500,116,34,20,
0:0:13:30,116,500,116,28,20,
0:0:13:42,116,500,116,39,20,
0:0:13:56,116,500,116,47,20,
0:0:13:68,116,500,116,41,20,
0:0:13:80,116,500,116,103,20,
0:0:13:93,116,500,116,176,20,
0:0:13:106,116,500,116,278,20,
0:0:13:118,116,500,116,372,25,
0:0:13:131,116,500,116,400,27,
0:0:13:144,116,500,116,398,33,
0:0:13:157,116,500,116,383,38,
0:0:13:169,116,500,116,383,40,
0:0:13:182,116,500,116,361,40,
0:0:13:196,116,500,116,361,42,
0:0:13:209,116,500,116,361,43,
0:0:13:222,116,500,116,359,44,
0:0:13:236,116,500,116,359,43,
0:0:13:249,116,500,116,358,43,
0:0:13:262,116,500,116,359,44,
0:0:13:276,116,500,116,359,42,
0:0:13:289,116,500,116,365,44,
0:0:13:302,116,500,116,363,43,
0:0:13:316,116,500,116,356,47,
0:0:13:329,116,500,116,359,43,
0:0:13:341,116,500,116,358,44,
0:0:13:355,116,500,116,360,41,
0:0:13:368,116,500,116,358,45,
0:0:13:381,116,500,116,359,42,
0:0:13:394,116,500,116,360,44,
0:0:13:408,116,500,116,359,42,
0:0:13:421,116,500,116,363,43,
0:0:13:434,116,500,116,356,47,
0:0:13:448,116,500,115,352,43,
0:0:13:461,116,500,115,356,42,
0:0:13:474,116,500,115,359,42,
0:0:13:488,116,500,115,367,44,
0:0:13:501,116,500,115,365,43,
0:0:13:514,116,500,115,365,42,
0:0:13:528,116,500,104,362,40,
0:0:13:541,116,500,86,364,39,
0:0:13:553,116,500,70,375,35,
0:0:13:566,116,500,55,276,31,
0:0:13:579,116,500,34,129,30,
